index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
737	737	737	crowd:upward_monotone:lexical_knowledge					Nucleaire wapens zijn een bedreiging voor de hele mensheid.	Oorlogen zijn een bedreiging voor heel de mensheid.						neutral
738	738	738	crowd:upward_monotone:lexical_knowledge					Nucleaire wapens zijn een bedreiging voor de hele mensheid.	Klimaatveranderingen zijn een bedreiging voor heel de mensheid.						neutral
739	739	739	crowd:upward_monotone:disjunction					Er is niets sexueel aan.	Er is niets uitzonderlijk of sexueel aan.						neutral
740	740	740	crowd:upward_monotone:lexical_knowledge					Een meid is gemaakt om je huis schoon te maken.	Een dienstmeid is gemaakt om je huis schoon te maken.						neutral
741	741	741	crowd:upward_monotone:lexical_knowledge					Een meid is gemaakt om je huis schoon te maken.	Een man is gemaakt om je huis schoon te maken.						neutral
742	742	742	crowd:upward_monotone:lexical_knowledge					Een meid is gemaakt om je huis schoon te maken.	Een kind is gemaakt om jouw huis schoon te maken.						neutral
743	743	743	crowd:upward_monotone:conditionals					Een tsunami is een reeks van golven gecreëerd wanneer een waterlichaam snel ontheemde op een enorme schaal.	Een seismische golf in de zee is een reeks van golven gecreëerd wanneer een waterlichaam snel ontheemde op een enorme schaal.						neutral
744	744	744	crowd:upward_monotone:disjunction					Een wolf kan niet getemd worden.	Een wolf of een beer kan niet getemd worden.						neutral
745	745	745	crowd:upward_monotone					Wetenschap is geen religie.	Goddelijke wetenschap is geen religie.						neutral
746	746	746	crowd:upward_monotone:lexical_knowledge					Een man die de waarheid spreekt heeft een snel paard nodig.	Een vrouw die de waarheid spreekt heeft een snel paard nodig.						neutral
747	747	747	crowd:upward_monotone					Een verdrietig ongeluk vond gisteren plaats.	Een verdrietig ongeluk vond gisteren plaats bij de kruising.						neutral
748	748	748	crowd:upward_monotone:lexical_knowledge					Vroege regen en vroege gasten overnachten zelden.	Vroeg regenwater en mensen die laat arriveren maken de nacht een stemming.						neutral
749	749	749	crowd:upward_monotone:lexical_knowledge					Vroege regen en vroege gasten overnachten zelden.	Vroege donder en vroege gasten overnachten zelden.						neutral
750	750	750	crowd:upward_monotone:lexical_knowledge					Tom had een paar goede suggesties.	Tom had een paar goede suggestieve opmerkingen te maken.						neutral
751	751	751	crowd:upward_monotone:lexical_knowledge					Vandaag is niet goed voor mij.	Gisteren is niet goed voor mij.						neutral
752	752	752	crowd:upward_monotone:lexical_knowledge					Vandaag is niet goed voor mij.	Maandag is niet goed voor me.						neutral
753	753	753	crowd:upward_monotone:lexical_knowledge					Vandaag is niet goed voor mij.	Zondag is niet goed voor mij.						neutral
754	754	754	crowd:upward_monotone					Vandaag is niet goed voor mij.	Vandaag afspreken is niet goed voor me.						neutral
755	755	755	crowd:upward_monotone					Vandaag is niet goed voor mij.	Vandaag vliegen is niet goed voor me.						neutral
756	756	756	crowd:upward_monotone:lexical_knowledge					Een menselijk lichaam bestaat uit een ontelbaar aantal cellen.	Een menselijk afweersysteem bestaat uit een ontelbaar aantal cellen.						neutral
757	757	757	crowd:upward_monotone:lexical_knowledge:npi					Duitsland besloot om niet meer nucleaire energie te gebruiken.	Zweden besloot om niet meer nucleaire energie te gebruiken.						neutral
758	758	758	crowd:upward_monotone:lexical_knowledge:npi					Duitsland besloot om niet meer nucleaire energie te gebruiken.	Frankrijk besloot om niet meer nucleaire energie te gebruiken.						neutral
759	759	759	crowd:upward_monotone:lexical_knowledge					Een paar klarinettisten gebruiken klarinetten die zijn gestemd op a in plaats van bes in passages die anders in ongebruikelijke toonsoorten zouden zijn geschreven.	Een paar klarinettisten gebruiken noten die zijn gestemd op a in plaats van bes in passages die anders in ongebruikelijke toonsoorten zouden zijn geschreven.						neutral
760	760	760	crowd:upward_monotone:lexical_knowledge					Een hond is een slim dier.	Een kat is een slim dier.						neutral
761	761	761	crowd:upward_monotone:lexical_knowledge					Je hebt wat ballen om hier zo te komen.	Je hebt wat gezicht om hier zo te komen.						neutral
762	762	762	crowd:upward_monotone:lexical_knowledge					Je hebt wat ballen om hier zo te komen.	Je hebt wat ballonnen gevuld met helium om hier zo te komen.						neutral
763	763	763	crowd:upward_monotone					Je hebt wat ballen om hier zo te komen.	Je hebt wat meerkleurige ballen om hier zo te komen.						neutral
764	764	764	crowd:upward_monotone					Je hebt wat meerkleurige ballen om hier zo te komen.	Je hebt wat ballen om hier zo te komen.						entailment
765	765	765	crowd:upward_monotone					Chris had geen auto om te rijden.	Chris’ vader had geen auto om te rijden.						neutral
766	766	766	crowd:upward_monotone					Een softwareontwikkelaar schrijft computerprogramma’s.	Een kok kookt maaltijden in restaurants.						neutral
767	767	767	crowd:upward_monotone:lexical_knowledge					Ik gebruik google iedere dag.	Ik gebruik een bril iedere dag.						neutral
768	768	768	crowd:upward_monotone:lexical_knowledge					Vandaag is niet mijn geluksdag!	Halloween is niet mijn geluksdag!						neutral
769	769	769	crowd:upward_monotone					Vandaag is niet mijn geluksdag!	Mijn verjaardag is mijn geluksdag!						neutral
770	770	770	crowd:upward_monotone					Vandaag is niet mijn geluksdag!	Mijn eerste dag op school is niet mijn geluksdag!						neutral
771	771	771	crowd:upward_monotone:lexical_knowledge					Vandaag had ik wat haring voor ontbijt.	Vandaag had ik wat kaas voor ontbijt.						neutral
772	772	772	crowd:upward_monotone:lexical_knowledge					Vandaag had ik wat haring voor ontbijt.	Vandaag had ik wat vieze haring voor ontbijt.						neutral
773	773	773	crowd:upward_monotone:lexical_knowledge					Vandaag had ik wat vieze haring voor ontbijt.	Vandaag had ik wat haring voor ontbijt.						entailment
774	774	774	crowd:upward_monotone:lexical_knowledge					Ik wil eerst wat taart eten.	Ik wil eerst wat brood eten.						neutral
775	775	775	crowd:upward_monotone:conjunction					Ik wil eerst wat taart eten.	Ik wil eerst wat taart met aarbeien en crème eten.						neutral
776	776	776	crowd:upward_monotone:conjunction					Ik wil eerst wat taart met aarbeien en crème eten.	Ik wil eerst wat taart eten.						entailment
777	777	777	crowd:upward_monotone					Hij denkt niets van armoede.	Hij denkt dat niets de staat van armoede niet kan veranderen.						neutral
778	778	778	crowd:upward_monotone					Hij denkt niets van armoede.	Hij denkt dat niets je uit armoede kan halen.						neutral
779	779	779	crowd:upward_monotone					Hij denkt niets van armoede.	Hij denkt alles van armoede.						neutral
780	780	780	crowd:upward_monotone					Hij denkt niets van armoede.	Hij denkt alleen aan armoede.						neutral
781	781	781	crowd:upward_monotone					Hij denkt niets van armoede.	Hij denkt altijd aan armoede.						neutral
782	782	782	crowd:upward_monotone:lexical_knowledge					Ik ga iedere dag naar Tokyo.	Ik ga iedere dag naar berlijn.						neutral
783	783	783	crowd:upward_monotone:lexical_knowledge					Roken is niet toegestaan in de trein.	Stank is niet toegestaan op de trein.						neutral
784	784	784	crowd:upward_monotone					Ik wil gewoon slapen voor een paar uur.	Ik wil gewoon slapen voor een paar minuten om van vermoeidheid te herstellen.						neutral
785	785	785	crowd:upward_monotone:lexical_knowledge					Ik ben een hond!	Ik ben een wolf!						neutral
786	786	786	crowd:upward_monotone:lexical_knowledge					Een scherpe donderslag splitste de lucht.	Een donder viel in de woestijn.						neutral
787	787	787	crowd:upward_monotone:lexical_knowledge					Een dagvaarding is uitgegeven.	Een kaartje is uitgegeven.						neutral
788	788	788	crowd:upward_monotone:lexical_knowledge					Een dagvaarding is uitgegeven.	Een persconferentie is uitgegeven.						neutral
789	789	789	crowd:upward_monotone:lexical_knowledge					Het is een rivier die nooit onderzocht is.	Het is een land dat nooit onderzocht is.						neutral
790	790	790	crowd:upward_monotone:lexical_knowledge					Het is een rivier die nooit onderzocht is.	Het is een heelal dat nooit onderzocht is.						neutral
791	791	791	crowd:upward_monotone					Ik heb een paar konijnvormige koekjes gemaakt.	Ik heb een paar konijnvormige koekjes gemaakt in de ochtend.						neutral
792	792	792	crowd:upward_monotone					Ik heb een paar konijnvormige koekjes gemaakt in de ochtend.	Ik heb een paar konijnvormige koekjes gemaakt.						entailment
793	793	793	crowd:upward_monotone:conjunction					De storm raasde voor een paar dagen.	De storm raasde voor meerdere dagen en eindigde onverwachts als het begon.						neutral
794	794	794	crowd:upward_monotone:reverse:lexical_knowledge					Mijn vader doet niets dan TV kijken op zondagen.	Mijn vader doet niets dan TV kijken op zaterdagen.						neutral
795	795	795	crowd:upward_monotone:conjunction					Moderne kunst interesseert Tom niet.	Moderne kunst en wetenschap interesseren Tom niet.						neutral
796	796	796	crowd:upward_monotone:conjunction					Moderne kunst en wetenschap interesseren Tom niet.	Moderne kunst interesseert Tom niet.						entailment
797	797	797	crowd:upward_monotone:lexical_knowledge					Hij vindt niet alleen muziek leuk, maar ook sport.	Hij vindt niet alleen muziek leuk, maar ook technologie.						neutral
798	798	798	crowd:upward_monotone:lexical_knowledge					Hij vindt niet alleen muziek leuk, maar ook sport.	Hij vindt niet alleen muziek leuk, maar ook politiek.						neutral
799	799	799	crowd:upward_monotone:lexical_knowledge					Hij vindt niet alleen muziek leuk, maar ook sport.	Hij vindt niet alleen muziek leuk, maar ook geneeskunde.						neutral
800	800	800	crowd:upward_monotone					Mannen lezen geen instructies.	Slimme mannen lezen geen instructies.						neutral
801	801	801	crowd:upward_monotone					Mannen lezen geen instructies.	Onschuldige mannen lezen geen instructies.						neutral
802	802	802	crowd:upward_monotone:reverse					Mijn opa kan niet lopen zonder een stok.	Mijn opa kan niet lopen zonder een stok.						neutral
803	803	803	crowd:upward_monotone:lexical_knowledge					Leven is niet alleen rozen en zonneschijn.	Liefde is niet alleen rozen en zonneschijn.						neutral
804	804	804	crowd:upward_monotone:lexical_knowledge:npi					Aardbevingen kunnen ieder moment gebeuren.	De storm kan op ieder moment gebeuren.						neutral
805	805	805	crowd:upward_monotone:lexical_knowledge:npi					Aardbevingen kunnen ieder moment gebeuren.	Een fenomeen kan op ieder moment gebeuren.						neutral
806	806	806	crowd:upward_monotone:lexical_knowledge					Sommigen beschouwen taal als een vorm van kennis.	Sommigen beschouwen taal als belangrijke kennis.						neutral
807	807	807	crowd:upward_monotone:lexical_knowledge					Het is geen thee maar koffie dat ik wil.	Het is geen thee maar ijs dat ik wil.						neutral
808	808	808	crowd:upward_monotone					Het is geen thee maar koffie dat ik wil.	Het is geen thee maar koffie met melk dat ik wil.						neutral
809	809	809	crowd:upward_monotone					Het is geen thee maar koffie met melk dat ik wil.	Het is geen thee maar koffie dat ik wil.						entailment
810	810	810	crowd:upward_monotone:lexical_knowledge					Het is geen thee maar koffie dat ik wil.	Het is geen thee maar melk dat ik wil.						neutral
811	811	811	crowd:upward_monotone:lexical_knowledge					Het is geen thee maar koffie dat ik wil.	Het is geen thee maar bier dat ik wil.						neutral
812	812	812	crowd:upward_monotone					Een paar dingen die Tom mij vertelde zijn niet waar.	Een paar dingen over mijn vrouw die Tom mij vertelde zijn niet waar.						neutral
813	813	813	crowd:upward_monotone					Een paar dingen over mijn vrouw die Tom mij vertelde zijn niet waar.	Een paar dingen die Tom mij vertelde zijn niet waar.						entailment
814	814	814	crowd:upward_monotone:conditionals					Als je haar in het Engels hoorde praten, zou je denken dat ze een Amerikaan is.	Als je haar in het Engels hoorde praten, zou je denken dat ze een Indiaan is.						neutral
815	815	815	crowd:upward_monotone:lexical_knowledge:conditionals					Als je haar in het Engels hoorde praten, zou je denken dat ze een Amerikaan is.	Als je haar in het Engels hoorde praten, zou je denken dat ze een schotse is.						neutral
816	816	816	crowd:upward_monotone					Al mijn broers hebben banen.	Al mijn broers hebben banen die goed betalen.						neutral
817	817	817	crowd:upward_monotone					Al mijn broers hebben banen die goed betalen.	Al mijn broers hebben banen.						entailment
818	818	818	crowd:upward_monotone:lexical_knowledge					Een nieuwe olietanker is gelanceerd.	Een nieuwe vrachtwagen is gelanceerd.						neutral
819	819	819	crowd:upward_monotone					Hij kocht een paar chocolaatjes voor haar.	Hij kocht een paar Russische chocolaatjes voor haar.						neutral
820	820	820	crowd:upward_monotone					Hij kocht een paar Russische chocolaatjes voor haar.	Hij kocht een paar chocolaatjes voor haar.						entailment
821	821	821	crowd:upward_monotone:lexical_knowledge					Een Californische politieman stopte een auto en sprak met de bestuurder.	Een Californische politieman stopte een vrachtwagen en sprak met de bestuurder.						neutral
822	822	822	crowd:upward_monotone					Een Californische politieman stopte een auto en sprak met de bestuurder.	Een Californische politieman stopte een vieze auto en sprak met de bestuurder.						neutral
823	823	823	crowd:upward_monotone:lexical_knowledge					Ik wil een dozijn donuts kopen.	Ik wil een zak donuts kopen.						neutral
824	824	824	crowd:upward_monotone:lexical_knowledge					Ik wil een dozijn donuts kopen.	Ik wil een doos donuts kopen.						neutral
825	825	825	crowd:upward_monotone:lexical_knowledge					Ik wil een dozijn donuts kopen.	Ik wil negen donuts kopen.						neutral
826	826	826	crowd:upward_monotone:conjunction					Een zwerm van muggen volgde hem.	Een zwerm van bijen en muggen volgde hem.						neutral
827	827	827	crowd:upward_monotone:conjunction					Een zwerm van bijen en muggen volgde hem.	Een zwerm van muggen volgde hem.						entailment
828	828	828	crowd:upward_monotone					Een Amerikaanse soldaat werd veroordeeld tot 90 jaar in de gevangenis.	Een Amerikaanse voormalige soldaat werd veroordeeld tot 90 jaar in de gevangenis.						neutral
829	829	829	crowd:upward_monotone					Een Amerikaanse voormalige soldaat werd veroordeeld tot 90 jaar in de gevangenis.	Een Amerikaanse soldaat werd veroordeeld tot 90 jaar in de gevangenis.						entailment
